customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,InternetService,OnlineSecurity,TechSupport,StreamingTV,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
8180-JFJG,Male,0,Yes,No,32,Yes,DSL,No,No,No internet service,Two year,Yes,Electronic check,41.63,1370.89,No
2868-HJDB,Male,0,No,Yes,69,Yes,Fiber optic,No,No,No,Month-to-month,Yes,Mailed check,66.29,4200.97,No
3112-JBCB,Male,0,No,Yes,42,Yes,No,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),34.41,1488.01,No
6247-CCCB,Female,0,No,Yes,31,Yes,Fiber optic,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),53.56,1565.16,Yes
7772-DCEJ,Female,0,No,No,25,No,Fiber optic,Yes,No internet service,No internet service,Month-to-month,Yes,Mailed check,88.25,2296.62,Yes
2013-DHFG,Male,0,Yes,No,66,Yes,DSL,No internet service,No,No,Month-to-month,Yes,Mailed check,57.47,3656.63,No
3424-DFCA,Male,1,Yes,No,18,Yes,DSL,No internet service,No,Yes,Month-to-month,No,Electronic check,41.6,761.57,Yes
8527-BEDG,Female,0,No,No,63,Yes,DSL,Yes,No,Yes,Month-to-month,No,Credit card (automatic),45.91,2905.55,Yes
6732-IJAH,Male,0,No,No,16,Yes,No,No,No,No internet service,Two year,No,Bank transfer (automatic),40.37,582.95,No
9797-HJFB,Male,0,Yes,Yes,55,Yes,Fiber optic,No,Yes,No internet service,Month-to-month,Yes,Bank transfer (automatic),64.0,3281.74,No
4808-CJJA,Male,1,Yes,No,20,Yes,No,No,Yes,No internet service,Month-to-month,No,Electronic check,28.6,563.5,No
3723-AIIA,Male,0,Yes,No,60,Yes,DSL,No,No internet service,Yes,Two year,No,Electronic check,74.48,4171.69,No
8931-ACCE,Female,0,No,No,60,Yes,Fiber optic,No,Yes,No,Month-to-month,Yes,Mailed check,69.5,4247.11,No
7129-CJEC,Male,0,Yes,Yes,53,Yes,DSL,No,No,No,Month-to-month,Yes,Electronic check,49.89,2705.07,Yes
5790-BIFA,Male,0,Yes,No,72,Yes,No,Yes,No internet service,No,One year,Yes,Electronic check,46.52,3025.13,No
6408-GHAB,Female,0,Yes,No,37,Yes,DSL,Yes,No,No internet service,One year,Yes,Electronic check,36.94,1353.76,No
9990-EEAF,Male,0,No,No,61,Yes,DSL,No,Yes,No internet service,One year,No,Electronic check,49.78,3184.71,Yes
6835-GJJJ,Female,0,No,Yes,40,Yes,DSL,Yes,No,Yes,Two year,Yes,Electronic check,55.11,2159.91,Yes
2487-DEEE,Male,0,Yes,No,2,Yes,DSL,No internet service,No,Yes,Month-to-month,Yes,Bank transfer (automatic),31.48,64.66,Yes
5871-IBEH,Male,0,Yes,No,30,Yes,DSL,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),36.06,991.6,Yes
5982-DFFB,Male,0,Yes,No,2,Yes,No,Yes,No internet service,No internet service,Two year,No,Mailed check,18.0,36.34,No
4393-JEEH,Female,0,No,No,48,Yes,No,No,No,No internet service,One year,No,Credit card (automatic),24.9,1112.68,No
5223-EJFB,Female,0,No,No,11,Yes,Fiber optic,No,No,No,Two year,Yes,Mailed check,64.18,665.28,No
1422-EFCJ,Male,0,No,No,23,Yes,No,No,No,Yes,Two year,Yes,Credit card (automatic),18.95,424.67,No
9046-DDFH,Male,0,No,Yes,63,Yes,Fiber optic,No,No,No,Month-to-month,Yes,Electronic check,79.38,5205.6,Yes
2580-DBII,Male,1,Yes,No,53,Yes,No,No,No,No,One year,Yes,Electronic check,27.22,1445.79,No
6469-EACF,Female,0,Yes,No,24,Yes,DSL,No,No,No internet service,Month-to-month,Yes,Electronic check,25.4,633.06,No
5771-BHEG,Male,0,Yes,Yes,36,Yes,Fiber optic,No internet service,No,No,Month-to-month,Yes,Credit card (automatic),72.19,2626.82,No
3532-FJGI,Female,0,Yes,No,42,Yes,DSL,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),56.58,2407.14,No
7349-BFHD,Female,0,Yes,No,25,Yes,No,No,No,Yes,Month-to-month,Yes,Mailed check,19.02,489.06,No
2285-HGGE,Female,0,No,No,54,No,DSL,No internet service,No internet service,Yes,One year,Yes,Credit card (automatic),56.31,2886.13,No
1751-FEIB,Male,0,Yes,No,10,Yes,DSL,No,No,No,One year,No,Electronic check,59.23,603.34,No
5033-FCHF,Male,0,No,No,31,Yes,DSL,No internet service,No,Yes,Two year,Yes,Bank transfer (automatic),53.89,1714.81,No
2935-FJCG,Male,0,Yes,Yes,18,Yes,Fiber optic,No,No internet service,No,Month-to-month,No,Electronic check,68.85,1253.06,Yes
2250-GHHD,Female,0,Yes,No,49,Yes,Fiber optic,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),73.02,3586.28,Yes
8511-GIDF,Female,1,No,No,46,Yes,Fiber optic,No,No,No,Month-to-month,No,Electronic check,42.07,1796.37,Yes
2923-IBFJ,Female,0,Yes,No,58,Yes,No,No internet service,Yes,No internet service,Month-to-month,Yes,Bank transfer (automatic),36.93,2235.59,No
3385-HAAE,Male,0,Yes,Yes,26,Yes,Fiber optic,No internet service,Yes,No,Month-to-month,No,Mailed check,85.88,2104.8,Yes
1844-BBCE,Male,0,Yes,Yes,16,Yes,Fiber optic,Yes,No,No internet service,Month-to-month,Yes,Mailed check,85.03,1309.3,Yes
2062-EFGF,Female,0,No,No,2,Yes,Fiber optic,No internet service,Yes,No internet service,One year,Yes,Electronic check,71.54,130.27,No
6701-BIBD,Female,0,Yes,No,62,Yes,No,Yes,Yes,Yes,Month-to-month,No,Mailed check,26.86,1504.2,Yes
2625-IGGC,Female,0,No,No,24,Yes,Fiber optic,Yes,Yes,Yes,One year,Yes,Electronic check,71.68,1591.91,No
3022-CJFI,Female,0,No,No,55,Yes,DSL,No,No,Yes,Month-to-month,Yes,Electronic check,53.87,2942.73,Yes
8044-AGGB,Male,0,No,No,26,Yes,Fiber optic,No,No internet service,No,Month-to-month,Yes,Mailed check,86.42,2121.5,Yes
5594-DJID,Male,0,Yes,No,24,Yes,Fiber optic,No,No,No,Two year,No,Electronic check,48.76,1207.55,Yes
2132-DIAC,Male,1,No,No,17,Yes,No,No internet service,No,No,Month-to-month,No,Mailed check,25.27,387.93,No
3264-GHBD,Female,0,Yes,No,57,Yes,Fiber optic,No,No,No,Month-to-month,No,Electronic check,60.0,3178.46,Yes
6547-JGJJ,Female,0,No,Yes,20,Yes,Fiber optic,Yes,Yes,No,Two year,Yes,Mailed check,56.18,1024.98,No
7465-BFIE,Male,0,No,No,21,Yes,Fiber optic,No,No internet service,Yes,Month-to-month,Yes,Mailed check,68.48,1316.35,Yes
6332-EAHI,Female,1,Yes,No,51,Yes,Fiber optic,No,Yes,Yes,Month-to-month,No,Electronic check,54.97,2623.24,Yes
4295-JJDG,Female,0,Yes,Yes,37,Yes,DSL,Yes,No,No internet service,Month-to-month,Yes,Electronic check,34.94,1331.24,No
9129-HDIE,Female,0,No,No,54,Yes,No,No internet service,No,Yes,One year,Yes,Mailed check,18.0,999.55,No
8756-GGFD,Female,0,No,Yes,7,Yes,DSL,Yes,No,Yes,One year,No,Credit card (automatic),44.22,293.78,Yes
7447-HCEJ,Male,0,No,No,69,Yes,DSL,No,No,No,One year,Yes,Electronic check,56.38,3545.35,No
1546-FFFD,Male,0,No,Yes,17,Yes,Fiber optic,No internet service,Yes,No,Two year,No,Electronic check,79.9,1361.59,No
1561-BFHF,Female,1,No,No,8,Yes,DSL,No internet service,No,No,Month-to-month,No,Credit card (automatic),73.74,592.55,Yes
1192-DEHA,Female,0,No,No,7,Yes,DSL,No,Yes,No,Month-to-month,No,Electronic check,45.14,328.19,No
7618-CBAH,Male,0,No,Yes,22,Yes,No,Yes,Yes,No internet service,Two year,No,Electronic check,29.57,675.17,No
6339-FHCC,Male,0,Yes,No,30,Yes,Fiber optic,Yes,No,No,Month-to-month,Yes,Electronic check,72.16,2032.32,No
5940-FGCB,Female,0,No,No,5,No,No,No,No internet service,No internet service,Two year,No,Credit card (automatic),21.81,112.62,No
7085-HGEF,Female,1,No,No,45,Yes,DSL,No internet service,No,No internet service,Two year,No,Mailed check,54.49,2402.23,No
3012-BFBJ,Male,0,Yes,No,44,Yes,DSL,Yes,No internet service,Yes,Two year,No,Electronic check,59.61,2720.46,No
4287-DHDC,Female,0,Yes,No,56,Yes,DSL,No internet service,Yes,No,Month-to-month,No,Mailed check,55.74,3125.54,No
2572-GDJF,Male,0,Yes,No,1,Yes,DSL,No internet service,Yes,No internet service,One year,No,Electronic check,45.25,43.88,No
9352-CDED,Male,0,Yes,No,7,Yes,Fiber optic,No internet service,No internet service,No,Two year,No,Electronic check,77.02,531.98,No
3777-JGFH,Female,0,No,No,14,Yes,No,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),18.0,235.69,No
6294-FEAB,Male,0,Yes,No,31,Yes,Fiber optic,Yes,Yes,Yes,One year,Yes,Mailed check,77.05,2353.57,No
1350-AIFI,Female,0,No,No,42,Yes,Fiber optic,No,No internet service,No,Month-to-month,No,Bank transfer (automatic),71.4,2820.73,Yes
4166-GFCJ,Male,0,Yes,No,14,Yes,Fiber optic,No,Yes,No,Month-to-month,No,Credit card (automatic),47.58,643.65,Yes
5737-JECJ,Female,0,No,No,26,Yes,DSL,No internet service,No,No,Two year,Yes,Electronic check,48.34,1187.2,No
9327-JACG,Male,0,No,No,37,Yes,DSL,No internet service,Yes,No,Two year,No,Electronic check,61.18,2187.82,No
4886-CCCF,Female,0,No,Yes,39,Yes,Fiber optic,No,No internet service,No,Month-to-month,Yes,Electronic check,68.48,2747.95,Yes
4902-EBJI,Male,0,No,No,38,Yes,DSL,No internet service,No,Yes,Month-to-month,No,Bank transfer (automatic),52.75,1974.55,Yes
1514-CJJF,Female,0,Yes,No,46,Yes,Fiber optic,No internet service,No,Yes,One year,Yes,Mailed check,64.26,2682.13,Yes
7517-DFIB,Male,1,No,No,55,Yes,Fiber optic,No,No,Yes,Month-to-month,Yes,Mailed check,66.71,3686.09,Yes
3484-HEFI,Male,0,No,No,61,Yes,DSL,No,No,No,One year,Yes,Electronic check,61.38,3741.27,Yes
3024-JBJJ,Male,1,Yes,No,70,No,DSL,No internet service,Yes,No,One year,Yes,Electronic check,44.83,2866.4,No
6822-FAFB,Female,0,No,No,28,No,Fiber optic,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,56.19,1489.62,No
3840-ECCD,Male,0,Yes,No,23,Yes,Fiber optic,No internet service,No,No internet service,One year,Yes,Electronic check,43.84,945.83,Yes
1627-BAGI,Female,0,No,No,20,Yes,Fiber optic,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),60.86,1179.52,Yes
8190-CFDJ,Female,0,Yes,No,25,Yes,DSL,No,No,No,Month-to-month,No,Credit card (automatic),36.82,881.2,No
7813-FCCI,Female,0,No,Yes,39,Yes,No,No internet service,Yes,No,Two year,Yes,Credit card (automatic),18.0,718.97,No
4047-FFEI,Female,0,Yes,No,44,Yes,Fiber optic,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,57.12,2409.27,Yes
9384-JDAF,Male,0,Yes,No,5,Yes,No,No internet service,Yes,Yes,Month-to-month,Yes,Electronic check,18.0,82.6,Yes
5497-DAAC,Female,0,Yes,No,72,No,Fiber optic,Yes,Yes,No internet service,One year,No,Mailed check,57.31,3889.44,No
4949-GEAH,Female,0,No,No,3,Yes,Fiber optic,No,No internet service,Yes,Month-to-month,No,Electronic check,86.6,239.27,Yes
6511-IICA,Male,0,Yes,Yes,29,Yes,Fiber optic,No,Yes,Yes,Month-to-month,No,Credit card (automatic),50.2,1381.27,Yes
3670-DFDD,Male,0,No,No,33,Yes,DSL,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),56.93,1930.74,No
2977-EGGG,Female,0,No,No,25,Yes,Fiber optic,No,No,No,Month-to-month,Yes,Electronic check,76.42,1872.16,Yes
4648-EBCH,Male,1,No,No,15,Yes,Fiber optic,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),77.38,1107.04,Yes
4432-DHAI,Female,1,Yes,No,38,Yes,Fiber optic,Yes,No,Yes,Month-to-month,Yes,Electronic check,69.43,2729.3,Yes
1032-CHJG,Male,0,No,No,0,Yes,No,Yes,No,No internet service,One year,Yes,Bank transfer (automatic),35.19,17.05,No
2274-CBEG,Male,0,No,No,54,Yes,Fiber optic,Yes,No,Yes,Month-to-month,Yes,Mailed check,70.01,3817.61,No
8580-DICG,Female,0,Yes,No,49,No,DSL,No,No,No,Two year,No,Credit card (automatic),47.47,2164.07,No
5446-FIJH,Male,0,Yes,No,56,Yes,DSL,No,No internet service,No internet service,Month-to-month,No,Credit card (automatic),63.99,3423.2,No
4923-HAGJ,Female,1,No,Yes,59,Yes,DSL,Yes,No internet service,No,Two year,Yes,Electronic check,47.92,2759.6,No
4973-FDDF,Female,0,Yes,Yes,64,Yes,No,Yes,No,No,Two year,No,Mailed check,18.0,1125.36,No
2656-IAFE,Male,0,Yes,No,10,Yes,DSL,No,Yes,No internet service,Two year,Yes,Electronic check,56.01,571.43,No
1380-BGBE,Male,0,Yes,No,60,Yes,No,Yes,No,Yes,One year,No,Credit card (automatic),33.02,1955.27,No
4245-GFJI,Female,0,No,No,41,No,Fiber optic,No,Yes,No internet service,Month-to-month,Yes,Mailed check,73.52,3118.73,Yes
8127-DBBD,Female,1,No,No,9,Yes,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),18.0,168.08,No
4107-JIAJ,Male,0,No,Yes,71,Yes,Fiber optic,No internet service,No,Yes,Month-to-month,Yes,Credit card (automatic),73.14,5011.25,No
1298-AACH,Female,0,No,No,59,Yes,No,Yes,No,No,Month-to-month,No,Electronic check,28.19,1667.33,Yes
5318-FDBA,Male,0,Yes,No,19,Yes,Fiber optic,Yes,Yes,No internet service,Month-to-month,No,Electronic check,57.61,1113.94,Yes
7376-FHBH,Male,1,Yes,Yes,65,Yes,DSL,Yes,No,Yes,One year,Yes,Bank transfer (automatic),25.51,1582.98,No
7210-CECE,Female,0,Yes,No,53,Yes,Fiber optic,No internet service,No,Yes,Month-to-month,Yes,Electronic check,68.35,3414.19,No
3022-ADIA,Male,0,Yes,No,32,Yes,DSL,No,No,Yes,Two year,No,Electronic check,62.45,2061.94,No
6912-FCCG,Female,1,Yes,No,11,Yes,DSL,No,No internet service,No,One year,Yes,Mailed check,36.36,395.57,No
5875-FAGC,Female,0,No,No,53,Yes,DSL,No,Yes,No internet service,Month-to-month,Yes,Mailed check,34.64,1704.36,No
6297-AADG,Female,1,Yes,No,68,Yes,DSL,No,Yes,No,Month-to-month,No,Mailed check,52.43,3517.94,No
4101-IEHB,Female,0,Yes,Yes,14,Yes,Fiber optic,No internet service,No,No,One year,Yes,Electronic check,67.21,878.21,Yes
6369-ICHA,Male,0,Yes,No,0,Yes,Fiber optic,Yes,No,Yes,Month-to-month,Yes,Electronic check,61.69,29.91,Yes
8478-BFBG,Male,0,Yes,Yes,16,Yes,No,No,Yes,No internet service,Month-to-month,Yes,Electronic check,33.96,544.43,No
5672-CDDA,Female,0,Yes,No,21,Yes,Fiber optic,No internet service,No,Yes,Month-to-month,Yes,Bank transfer (automatic),61.94,1332.68,No
8137-DFAH,Female,0,Yes,No,27,Yes,Fiber optic,Yes,Yes,Yes,One year,Yes,Mailed check,74.31,1927.03,No
5075-EEJF,Male,0,Yes,No,71,Yes,Fiber optic,Yes,No,Yes,Month-to-month,Yes,Mailed check,80.07,5201.07,No
4651-DIHB,Female,0,No,No,70,Yes,Fiber optic,No,No,No,Month-to-month,No,Credit card (automatic),67.51,4802.57,No
3743-BBHJ,Male,0,No,No,48,Yes,Fiber optic,No internet service,No,No internet service,Month-to-month,Yes,Credit card (automatic),80.1,3843.62,Yes
5458-FACA,Female,0,No,No,15,Yes,No,No internet service,No,No,Month-to-month,No,Electronic check,28.02,417.45,Yes
8518-EBHH,Male,0,No,No,15,No,DSL,No,Yes,No,Month-to-month,No,Credit card (automatic),52.2,740.94,Yes
1100-BDJC,Female,0,No,Yes,5,Yes,DSL,No internet service,No,No,Two year,No,Electronic check,45.5,206.26,Yes
1930-EAJC,Male,1,No,Yes,57,Yes,Fiber optic,Yes,Yes,No,One year,Yes,Bank transfer (automatic),87.18,4916.5,No
4280-EFDI,Male,1,No,No,16,Yes,DSL,No,No,Yes,Month-to-month,Yes,Electronic check,60.89,990.4,Yes
9971-HGHD,Female,0,No,No,65,Yes,DSL,No,No,Yes,Two year,Yes,Electronic check,58.86,3617.55,No
2792-GFBJ,Male,0,Yes,Yes,43,Yes,DSL,Yes,Yes,Yes,One year,No,Credit card (automatic),50.69,2185.38,No
1954-DGDF,Male,0,Yes,No,35,Yes,DSL,No,Yes,No internet service,Month-to-month,No,Mailed check,43.53,1400.67,Yes
1715-EFHF,Female,0,Yes,Yes,67,Yes,DSL,No,Yes,No internet service,Two year,Yes,Mailed check,26.78,1811.33,No
4208-IJEG,Male,0,Yes,No,11,Yes,DSL,No,No,No internet service,One year,No,Credit card (automatic),56.29,636.61,No
6342-JGIG,Male,0,No,No,33,Yes,No,No internet service,No,No,Month-to-month,Yes,Electronic check,18.0,569.29,Yes
1239-JABI,Male,0,Yes,Yes,18,Yes,No,Yes,No internet service,Yes,Month-to-month,Yes,Electronic check,22.66,375.38,No
3736-DHIF,Female,0,No,Yes,13,Yes,DSL,Yes,No,No,Two year,Yes,Mailed check,79.61,1006.81,No
6092-DFBA,Female,0,No,No,68,Yes,DSL,No internet service,Yes,No internet service,Month-to-month,Yes,Bank transfer (automatic),65.01,4366.15,No
3933-JJBF,Female,0,No,No,44,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),25.37,1024.04,No
9875-HACG,Male,0,Yes,No,11,Yes,Fiber optic,No,Yes,No internet service,Two year,No,Mailed check,68.79,703.13,No
5606-GBGF,Male,0,Yes,Yes,7,Yes,Fiber optic,No,No,Yes,Two year,Yes,Mailed check,79.37,505.4,No
9328-BFIG,Male,0,Yes,No,22,Yes,Fiber optic,No internet service,No internet service,No,One year,Yes,Mailed check,80.86,1826.89,No
2157-FIIA,Female,0,No,No,60,Yes,DSL,Yes,No,No internet service,Month-to-month,No,Mailed check,45.35,2603.98,Yes
7114-JFIF,Male,0,No,No,10,Yes,DSL,Yes,Yes,No,Month-to-month,No,Electronic check,46.86,460.9,No
7268-GGJD,Male,0,No,No,54,Yes,Fiber optic,No,Yes,Yes,Two year,Yes,Electronic check,72.82,3946.92,No
6599-JJAC,Female,0,No,Yes,7,Yes,Fiber optic,Yes,No internet service,Yes,One year,Yes,Bank transfer (automatic),60.92,399.99,No
1426-GHGF,Female,0,No,No,24,Yes,No,No internet service,Yes,Yes,Two year,No,Credit card (automatic),18.0,438.41,No
1890-CBDG,Female,0,No,No,38,Yes,DSL,Yes,No,No internet service,Month-to-month,Yes,Mailed check,36.47,1281.55,No
6388-GEAA,Male,0,Yes,No,9,No,DSL,No,Yes,No,Two year,Yes,Electronic check,70.9,668.95,No
1468-ACEC,Female,0,Yes,No,28,Yes,No,No,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),18.0,489.0,No
5269-JGGJ,Female,0,Yes,Yes,19,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,18.0,333.16,Yes
5521-AICH,Male,0,No,Yes,3,Yes,DSL,Yes,Yes,Yes,Two year,Yes,Mailed check,22.61,66.7,No
6238-GDBC,Female,1,No,Yes,0,Yes,DSL,Yes,Yes,No,Month-to-month,Yes,Mailed check,57.42,27.09,No
8497-DBCI,Female,0,No,No,10,Yes,Fiber optic,No,No,Yes,One year,Yes,Mailed check,58.64,567.79,Yes
6548-JGDH,Male,0,No,Yes,54,No,DSL,Yes,No,No,One year,Yes,Electronic check,59.09,2891.07,No
2031-BHBE,Female,1,No,Yes,2,Yes,No,No internet service,No,Yes,Two year,No,Credit card (automatic),19.41,39.8,No
9970-ICEG,Female,0,Yes,Yes,36,Yes,DSL,No internet service,Yes,Yes,Month-to-month,Yes,Electronic check,65.27,2446.58,No
7368-ADHB,Female,0,Yes,Yes,1,Yes,DSL,Yes,No internet service,Yes,Month-to-month,Yes,Electronic check,39.8,38.05,Yes
2249-IDJC,Female,0,No,No,15,Yes,Fiber optic,Yes,Yes,No internet service,One year,No,Mailed check,70.71,1088.92,No
4790-EEJC,Female,0,No,No,13,Yes,Fiber optic,Yes,No internet service,No,Two year,No,Bank transfer (automatic),83.34,1080.08,No
3329-EBGA,Female,0,No,No,24,Yes,No,No internet service,No,No,Two year,No,Bank transfer (automatic),34.58,784.42,No
1473-BDHC,Male,1,Yes,No,54,Yes,Fiber optic,No internet service,No,No,Month-to-month,Yes,Mailed check,83.04,4184.12,Yes
2885-FJBC,Female,1,No,No,30,Yes,DSL,No,No,No internet service,One year,No,Mailed check,56.65,1674.4,Yes
6834-CDIC,Female,0,No,No,1,Yes,Fiber optic,No,No,No,Month-to-month,No,Mailed check,69.69,65.49,Yes
6407-EEIB,Female,0,No,Yes,10,No,DSL,No,No,No,Month-to-month,No,Electronic check,57.01,571.57,Yes
4817-HEGE,Male,0,Yes,Yes,22,Yes,DSL,No internet service,No,Yes,Month-to-month,Yes,Electronic check,34.28,708.31,Yes
9523-DJFG,Male,0,No,No,20,No,DSL,No internet service,No,No,Month-to-month,Yes,Mailed check,45.47,935.29,No
3408-CHIF,Female,0,No,No,41,Yes,DSL,No,Yes,Yes,Month-to-month,Yes,Mailed check,66.92,2827.54,No
2574-HGIB,Female,0,No,No,25,Yes,Fiber optic,No internet service,Yes,Yes,Month-to-month,No,Bank transfer (automatic),81.07,1973.57,Yes
2019-EEBG,Female,0,No,Yes,54,Yes,Fiber optic,Yes,No,No internet service,Month-to-month,Yes,Credit card (automatic),55.36,2951.97,No
9914-GBFG,Male,0,No,Yes,18,Yes,DSL,Yes,No,No,Two year,Yes,Mailed check,54.22,931.01,No
8148-CFJD,Male,0,No,Yes,49,No,Fiber optic,No internet service,No,No,Month-to-month,No,Bank transfer (automatic),59.18,2991.29,Yes
9206-BIEG,Female,0,No,No,7,Yes,DSL,No,No internet service,No,Two year,No,Credit card (automatic),46.58,336.9,No
5292-DFGB,Male,0,Yes,No,72,Yes,Fiber optic,Yes,No internet service,Yes,Two year,No,Electronic check,87.78,6277.94,No
1766-DAJE,Female,1,Yes,Yes,72,Yes,Fiber optic,Yes,No,No internet service,Month-to-month,No,Mailed check,48.16,3183.3,Yes
2757-DIIE,Male,0,Yes,Yes,20,No,DSL,Yes,No internet service,No,One year,Yes,Bank transfer (automatic),34.67,677.7,No
7444-GJJA,Male,0,No,Yes,17,No,No,Yes,Yes,No,Month-to-month,No,Mailed check,21.81,372.0,No
8689-HAFJ,Female,0,Yes,Yes,0,Yes,Fiber optic,No internet service,No,Yes,Month-to-month,Yes,Credit card (automatic),75.64,39.33,Yes
1002-CAFJ,Male,0,Yes,No,71,Yes,No,No,Yes,No internet service,One year,Yes,Mailed check,18.0,1329.23,No
8679-CGBH,Female,1,No,No,2,Yes,No,No,Yes,No,One year,Yes,Credit card (automatic),33.9,68.95,No
6210-JBDG,Female,1,No,No,0,Yes,DSL,No internet service,No internet service,Yes,Month-to-month,No,Electronic check,47.26,21.31,Yes
6025-DEHE,Female,0,Yes,No,7,Yes,No,No,No,No internet service,Two year,Yes,Credit card (automatic),23.26,156.53,No
5082-CHGG,Male,0,Yes,No,21,Yes,Fiber optic,Yes,Yes,No,One year,Yes,Electronic check,70.69,1543.88,Yes
2552-HCIB,Male,0,No,No,71,No,Fiber optic,No,No,No,Month-to-month,Yes,Electronic check,66.94,4545.83,Yes
6251-BDGG,Female,0,Yes,No,12,Yes,No,No,Yes,Yes,Month-to-month,No,Electronic check,28.96,344.32,Yes
4647-CIEG,Male,0,Yes,No,41,Yes,Fiber optic,Yes,No,Yes,Two year,No,Bank transfer (automatic),60.31,2534.05,No
3247-IFGD,Male,0,Yes,No,47,Yes,Fiber optic,No,No internet service,Yes,Two year,Yes,Electronic check,85.52,3739.27,No
3050-BCGC,Male,0,Yes,Yes,58,Yes,Fiber optic,No,No,Yes,One year,Yes,Electronic check,81.58,4398.25,No
9367-HAIJ,Female,0,No,Yes,51,Yes,No,No,No,No internet service,Two year,No,Bank transfer (automatic),31.77,1683.07,No
9101-HCEI,Male,0,Yes,No,71,Yes,No,No,Yes,No internet service,Month-to-month,Yes,Mailed check,47.38,3450.05,No
7682-AJDE,Male,0,No,No,48,Yes,DSL,No,No,Yes,Month-to-month,Yes,Mailed check,55.06,2551.44,Yes
3080-BGBD,Female,0,Yes,Yes,61,Yes,Fiber optic,No internet service,No,No,Two year,Yes,Mailed check,71.49,4524.85,No
9145-CJGG,Male,0,Yes,No,23,Yes,DSL,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),55.62,1259.33,No
2899-IGJH,Female,0,Yes,No,29,Yes,No,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),18.0,486.93,No
7088-EADD,Female,0,No,No,53,Yes,DSL,Yes,No,No internet service,One year,Yes,Mailed check,48.97,2473.37,No
1300-CHFG,Female,0,Yes,No,63,Yes,DSL,No,Yes,No,Month-to-month,No,Credit card (automatic),40.02,2577.06,Yes
6544-CJBJ,Female,0,Yes,Yes,0,Yes,Fiber optic,No,No,Yes,Month-to-month,Yes,Credit card (automatic),86.31,42.38,Yes
7522-AEHD,Male,0,Yes,No,31,Yes,Fiber optic,No internet service,Yes,No internet service,One year,No,Mailed check,57.93,1623.29,No
5184-EIHA,Male,1,No,Yes,58,No,Fiber optic,No internet service,Yes,Yes,Month-to-month,Yes,Electronic check,60.19,3409.11,No
6129-EFDC,Male,0,Yes,No,8,Yes,Fiber optic,No,No,No,Month-to-month,Yes,Electronic check,67.45,486.73,Yes
5478-HHEH,Male,0,No,No,25,Yes,Fiber optic,No internet service,No,Yes,Month-to-month,Yes,Bank transfer (automatic),56.77,1312.53,Yes
7036-CIBI,Female,0,No,Yes,40,Yes,DSL,No,No,No,Month-to-month,Yes,Credit card (automatic),42.19,1684.16,Yes
5882-GHDJ,Female,0,No,No,6,Yes,DSL,No,No internet service,No,Two year,Yes,Electronic check,45.74,272.64,No
1894-AHCA,Female,0,No,No,66,Yes,Fiber optic,No,Yes,No,Month-to-month,No,Mailed check,79.55,5151.95,No
8454-BFBB,Female,0,Yes,No,26,Yes,Fiber optic,No,No,Yes,Month-to-month,No,Electronic check,52.63,1358.81,Yes
6086-CCDC,Female,0,No,No,57,Yes,Fiber optic,Yes,No,No internet service,One year,Yes,Mailed check,63.74,3494.72,No
9980-DFIE,Male,0,No,Yes,31,No,Fiber optic,Yes,No,No internet service,Two year,No,Credit card (automatic),73.6,2055.58,No
9599-GGDB,Male,0,Yes,No,29,Yes,Fiber optic,Yes,No,No internet service,One year,No,Bank transfer (automatic),76.01,2201.66,No
3893-FBHF,Female,0,No,Yes,70,Yes,DSL,No,Yes,No,Two year,No,Credit card (automatic),81.13,5725.9,No
7727-IJFF,Male,0,Yes,Yes,62,Yes,DSL,No,No internet service,No,One year,Yes,Mailed check,67.56,4122.53,No
9907-CGAF,Female,0,No,No,37,Yes,Fiber optic,No,No internet service,No internet service,One year,Yes,Bank transfer (automatic),89.83,3294.11,No
9807-FJAA,Female,0,No,No,33,Yes,DSL,No internet service,No,Yes,Month-to-month,No,Credit card (automatic),31.58,967.0,Yes
9831-AIEB,Female,0,No,No,56,Yes,No,No,No internet service,No,Month-to-month,Yes,Bank transfer (automatic),24.02,1261.61,No
6161-JIBC,Female,0,Yes,No,49,Yes,No,No,No internet service,No,Month-to-month,Yes,Credit card (automatic),27.55,1324.42,No
1640-AEFC,Female,0,No,No,71,Yes,Fiber optic,No,Yes,No,Two year,Yes,Electronic check,55.33,3705.53,No
